Date,tmin (degrees F),tmean (degrees F),tmax (degrees F),vpdmin (hPa),vpdmax (hPa)
2019-09-30,38.5,47.9,57.3,0.09,7.21
2019-10-01,35.6,47.5,59.4,0.28,9.26
2019-10-02,34.2,48.1,61.9,0.16,11.49
2019-10-03,35.3,46.7,58.1,0.18,6.40
2019-10-04,39.5,49.5,59.5,0.01,5.93
2019-10-05,39.4,51.0,62.7,0.00,7.41
2019-10-06,40.3,52.6,64.8,0.04,9.98
2019-10-07,39.9,54.1,68.3,0.05,11.61
2019-10-08,40.8,56.2,71.7,0.05,12.25
2019-10-09,34.5,47.0,59.5,0.09,7.39
2019-10-10,32.4,44.5,56.5,0.05,9.13
2019-10-11,34.1,47.9,61.8,0.96,13.06
2019-10-12,33.0,48.9,64.9,0.38,14.09
2019-10-13,34.7,46.9,59.1,0.16,8.39
2019-10-14,38.2,50.8,63.4,0.04,9.00
2019-10-15,36.4,50.1,63.8,0.03,10.17
2019-10-16,37.9,50.0,62.0,0.11,8.38
2019-10-17,44.2,50.6,57.0,0.10,2.82
2019-10-18,42.6,50.4,58.1,0.02,3.95
2019-10-19,42.7,50.5,58.3,0.03,4.60
2019-10-20,43.3,50.6,57.8,0.09,5.65
2019-10-21,46.3,51.4,56.6,0.26,2.30
2019-10-22,49.3,55.4,61.5,0.11,4.93
2019-10-23,43.9,55.7,67.4,0.14,8.98
2019-10-24,39.0,49.5,60.0,0.07,6.52
2019-10-25,39.0,52.8,66.6,0.05,11.96
2019-10-26,36.5,51.6,66.7,0.05,7.36
2019-10-27,36.8,46.9,57.1,0.15,7.78
2019-10-28,30.5,43.6,56.7,0.45,9.84
2019-10-29,28.7,42.5,56.2,0.17,9.35
2019-10-30,30.4,39.8,49.2,2.66,9.72
2019-10-31,25.2,39.2,53.3,0.88,10.63
2019-11-01,24.8,39.5,54.3,0.36,9.52
2019-11-02,29.8,44.9,59.9,0.60,12.48
2019-11-03,31.3,46.4,61.6,0.41,12.43
2019-11-04,31.6,47.1,62.5,0.01,9.44
2019-11-05,33.0,46.4,59.8,0.01,6.68
2019-11-06,35.4,42.1,48.8,0.05,1.35
2019-11-07,37.4,43.6,49.8,0.07,2.17
2019-11-08,32.0,44.8,57.6,0.03,6.71
2019-11-09,32.1,46.3,60.5,0.03,6.72
2019-11-10,40.5,47.1,53.8,0.09,3.47
2019-11-11,45.2,50.4,55.5,0.14,1.94
2019-11-12,37.9,50.0,62.1,0.06,8.88
2019-11-13,39.0,47.0,54.9,0.05,2.78
2019-11-14,45.1,48.8,52.5,0.19,1.82
2019-11-15,42.6,47.7,52.8,0.13,2.60
2019-11-16,43.1,50.8,58.4,0.07,2.87
2019-11-17,43.1,48.8,54.5,0.04,2.36
2019-11-18,43.0,51.6,60.3,0.04,4.39
2019-11-19,48.3,52.7,57.0,0.09,2.19
2019-11-20,43.0,48.7,54.3,0.34,4.25
2019-11-21,35.0,44.7,54.5,0.45,6.31
2019-11-22,28.4,41.6,54.8,0.11,7.64
2019-11-23,27.2,39.2,51.2,0.01,4.92
2019-11-24,29.3,37.9,46.4,0.02,1.93
2019-11-25,35.3,43.7,52.1,0.04,2.85
2019-11-26,35.9,42.2,48.5,0.06,3.20
2019-11-27,35.8,38.6,41.3,0.17,1.73
2019-11-28,32.9,38.3,43.8,1.33,4.46
2019-11-29,27.4,36.1,44.8,1.00,5.20
2019-11-30,21.5,32.2,42.8,0.17,5.20
2019-12-01,21.2,29.5,37.7,0.16,2.71
2019-12-02,29.3,35.3,41.2,0.02,1.33
2019-12-03,28.4,36.9,45.5,0.00,2.42
2019-12-04,28.9,35.9,42.8,0.02,0.74
2019-12-05,32.2,37.6,43.0,0.00,0.62
2019-12-06,33.5,41.8,50.1,0.00,2.32
2019-12-07,34.8,40.2,45.5,0.05,1.49
2019-12-08,40.9,44.3,47.7,0.00,0.32
2019-12-09,42.4,46.7,51.1,0.05,0.96
2019-12-10,40.5,43.8,47.0,0.07,1.42
2019-12-11,40.4,42.3,44.1,0.21,0.76
2019-12-12,41.4,45.2,49.0,0.03,0.98
2019-12-13,39.6,46.8,54.0,0.01,3.51
2019-12-14,36.4,42.9,49.5,0.05,1.70
2019-12-15,33.7,39.3,44.8,0.05,1.44
2019-12-16,33.1,38.8,44.6,0.06,1.64
2019-12-17,30.4,39.7,49.1,0.02,4.47
2019-12-18,29.3,34.5,39.7,0.00,0.57
2019-12-19,28.4,37.2,46.0,0.03,1.89
2019-12-20,44.3,50.0,55.6,0.17,3.22
2019-12-21,48.3,52.9,57.4,0.21,4.98
2019-12-22,41.1,45.3,49.5,0.04,1.04
2019-12-23,40.5,42.8,45.2,0.05,1.12
2019-12-24,34.1,40.5,46.8,0.06,2.47
2019-12-25,35.2,38.3,41.5,0.11,1.13
2019-12-26,30.1,38.0,45.9,0.04,2.00
2019-12-27,28.3,34.6,40.9,0.06,1.78
2019-12-28,35.6,39.8,43.9,0.03,0.96
2019-12-29,35.8,39.5,43.1,0.02,0.91
2019-12-30,38.5,41.7,45.0,0.08,0.84
2019-12-31,37.2,42.0,46.8,0.10,2.94
2020-01-01,39.2,45.5,51.9,0.11,3.29
2020-01-02,42.0,48.1,54.1,0.22,3.72
2020-01-03,40.6,45.4,50.3,0.20,3.06
2020-01-04,37.7,47.6,57.5,0.27,9.14
2020-01-05,36.7,42.7,48.8,0.13,3.24
2020-01-06,40.9,44.6,48.3,0.35,3.07
2020-01-07,43.1,46.2,49.2,0.45,1.99
2020-01-08,42.4,47.1,51.7,0.24,3.36
2020-01-09,34.8,40.1,45.3,0.13,1.76
2020-01-10,33.8,38.2,42.6,0.12,1.57
2020-01-11,39.7,43.6,47.4,0.34,2.85
2020-01-12,39.8,42.7,45.5,0.30,2.70
2020-01-13,35.8,41.1,46.5,0.32,2.51
2020-01-14,33.0,36.0,39.1,0.12,0.86
2020-01-15,28.6,34.4,40.2,0.11,2.88
2020-01-16,29.4,37.5,45.6,0.17,3.99
2020-01-17,30.1,36.9,43.7,0.04,2.32
2020-01-18,33.0,37.9,42.9,0.08,1.67
2020-01-19,40.7,45.0,49.2,0.09,1.83
2020-01-20,42.9,47.6,52.3,0.06,1.41
2020-01-21,41.2,44.0,46.9,0.14,1.27
2020-01-22,41.6,45.2,48.9,0.38,2.53
2020-01-23,43.3,47.9,52.4,0.32,2.24
2020-01-24,48.4,52.0,55.5,0.26,3.20
2020-01-25,45.8,50.1,54.5,0.24,3.32
2020-01-26,46.3,51.2,56.1,0.20,4.16
2020-01-27,41.6,47.6,53.7,0.21,4.70
2020-01-28,40.3,46.0,51.7,0.07,2.09
2020-01-29,44.1,47.3,50.5,0.25,1.95
2020-01-30,45.0,46.6,48.2,0.15,1.75
2020-01-31,44.2,49.1,54.0,0.21,2.44
2020-02-01,50.7,55.8,60.9,1.05,4.64
2020-02-02,33.5,43.5,53.6,0.09,2.99
2020-02-03,30.1,37.9,45.8,0.06,4.18
2020-02-04,26.9,36.1,45.3,0.04,4.43
2020-02-05,27.6,35.0,42.4,0.06,2.78
2020-02-06,40.1,46.1,52.1,0.22,1.96
2020-02-07,46.1,51.3,56.4,0.39,4.11
2020-02-08,41.7,47.4,53.2,0.33,3.75
2020-02-09,30.5,39.1,47.7,0.08,3.78
2020-02-10,29.8,38.1,46.5,0.02,3.09
2020-02-11,29.3,38.3,47.3,0.02,3.35
2020-02-12,31.0,39.7,48.4,0.01,2.68
2020-02-13,31.7,40.3,49.0,0.04,3.05
2020-02-14,33.7,39.1,44.4,0.04,1.40
2020-02-15,35.0,42.0,49.0,0.05,3.73
2020-02-16,40.1,43.0,46.0,0.04,0.82
2020-02-17,34.0,42.6,51.2,0.04,5.82
2020-02-18,30.1,40.1,50.1,0.04,6.02
2020-02-19,29.6,39.5,49.3,0.15,5.45
2020-02-20,30.7,43.5,56.2,1.08,9.49
2020-02-21,29.1,42.0,54.9,0.18,8.51
2020-02-22,28.1,42.9,57.7,0.08,8.33
2020-02-23,29.4,42.9,56.3,0.06,8.11
2020-02-24,35.4,42.7,50.1,0.18,5.06
2020-02-25,29.9,40.4,50.8,0.06,6.13
2020-02-26,29.7,42.7,55.8,0.05,7.79
2020-02-27,33.6,45.4,57.2,0.09,6.41
2020-02-28,32.0,46.2,60.5,0.04,9.36
2020-02-29,32.2,42.9,53.7,0.05,4.90
2020-03-01,29.6,38.4,47.3,0.02,3.21
2020-03-02,31.3,39.9,48.5,0.02,5.01
2020-03-03,37.1,43.8,50.4,0.26,3.94
2020-03-04,42.7,51.1,59.6,0.19,7.02
2020-03-05,33.9,44.8,55.8,0.15,7.66
2020-03-06,32.4,46.6,60.8,0.07,10.06
2020-03-07,37.9,42.9,48.0,0.15,2.12
2020-03-08,30.8,38.7,46.6,0.02,2.91
2020-03-09,29.5,38.5,47.5,0.01,3.31
2020-03-10,29.1,41.7,54.4,0.03,6.68
2020-03-11,28.4,44.9,61.4,0.08,11.25
2020-03-12,31.4,44.1,56.8,0.17,7.90
2020-03-13,31.1,42.7,54.3,0.31,7.91
2020-03-14,31.4,36.1,40.8,0.10,1.27
2020-03-15,32.2,39.2,46.3,0.08,3.09
2020-03-16,31.3,41.0,50.8,0.77,7.05
2020-03-17,31.0,44.9,58.9,0.73,10.72
2020-03-18,30.9,45.7,60.6,0.27,10.94
2020-03-19,31.9,44.7,57.5,0.09,8.94
2020-03-20,30.4,46.6,62.9,0.04,11.14
2020-03-21,32.4,48.2,64.0,0.03,10.96
2020-03-22,32.5,46.6,60.6,0.05,9.27
2020-03-23,31.6,47.5,63.4,0.08,11.26
2020-03-24,39.1,45.1,51.1,0.26,4.97
2020-03-25,33.8,41.1,48.4,0.03,3.20
2020-03-26,30.2,40.5,50.7,0.00,5.58
2020-03-27,29.2,39.8,50.3,0.00,4.89
2020-03-28,40.0,45.0,50.0,0.06,2.50
2020-03-29,45.0,48.8,52.6,0.15,2.60
2020-03-30,45.4,50.9,56.5,0.16,5.22
2020-03-31,40.7,44.6,48.5,0.12,2.66
2020-04-01,35.6,42.8,50.1,0.09,5.19
2020-04-02,36.0,41.8,47.6,0.04,2.79
2020-04-03,30.0,40.0,50.0,0.03,4.60
2020-04-04,29.9,40.1,50.3,0.02,4.97
2020-04-05,34.7,40.1,45.5,0.05,1.73
2020-04-06,41.8,52.0,62.1,0.16,8.94
2020-04-07,36.6,48.0,59.5,0.02,6.58
2020-04-08,35.1,48.1,61.1,0.05,9.96
2020-04-09,36.5,52.5,68.4,0.20,13.28
2020-04-10,39.7,57.8,75.8,0.44,21.79
2020-04-11,38.6,54.5,70.3,0.20,13.38
2020-04-12,36.4,49.4,62.4,0.14,10.37
2020-04-13,34.1,49.4,64.6,0.25,15.52
2020-04-14,33.4,49.3,65.2,0.81,16.63
2020-04-15,33.0,50.9,68.7,0.29,16.98
2020-04-16,41.5,51.2,60.8,0.36,7.33
2020-04-17,40.4,55.3,70.1,1.52,19.45
2020-04-18,38.5,56.6,74.6,1.24,24.14
2020-04-19,42.7,48.0,53.3,0.14,3.04
2020-04-20,37.0,49.6,62.1,0.02,8.73
2020-04-21,36.8,52.9,69.1,0.09,13.64
2020-04-22,44.5,51.9,59.3,0.39,6.36
2020-04-23,47.4,53.3,59.2,0.10,2.58
2020-04-24,47.9,55.9,63.9,0.17,9.92
2020-04-25,49.3,56.4,63.4,0.11,4.82
2020-04-26,37.4,51.0,64.7,0.06,9.42
2020-04-27,37.7,52.7,67.6,0.07,14.75
2020-04-28,48.9,57.1,65.3,0.18,7.17
2020-04-29,48.4,59.9,71.5,0.11,12.01
2020-04-30,48.5,58.2,68.0,0.15,10.65
2020-05-01,37.6,50.4,63.1,0.13,11.18
2020-05-02,37.1,48.5,59.9,0.01,6.59
2020-05-03,40.4,49.0,57.7,0.00,4.72
2020-05-04,38.8,49.4,59.9,0.12,8.40
2020-05-05,37.4,52.9,68.4,0.15,14.31
2020-05-06,44.0,57.3,70.6,0.10,11.77
2020-05-07,42.4,52.7,63.0,0.47,10.90
2020-05-08,42.9,57.6,72.4,1.42,17.66
2020-05-09,47.4,64.9,82.5,3.87,27.07
2020-05-10,49.4,66.6,83.8,0.85,26.30
2020-05-11,49.3,65.6,81.9,0.29,21.84
2020-05-12,48.8,57.1,65.3,0.31,11.15
2020-05-13,48.0,54.0,60.0,0.28,5.30
2020-05-14,47.9,53.6,59.3,0.23,5.78
2020-05-15,46.8,52.3,57.8,0.19,4.24
2020-05-16,45.9,57.0,68.1,0.20,14.01
2020-05-17,49.0,57.4,65.8,0.11,8.21
2020-05-18,48.6,57.2,65.7,0.14,9.67
2020-05-19,47.0,53.2,59.4,0.15,4.72
2020-05-20,47.8,54.4,60.9,0.35,5.20
2020-05-21,48.0,53.3,58.6,0.42,5.57
2020-05-22,42.0,50.4,58.9,0.21,6.88
2020-05-23,37.5,49.1,60.7,0.03,8.43
2020-05-24,37.8,50.9,63.9,0.06,9.99
2020-05-25,43.8,58.7,73.5,0.19,15.86
2020-05-26,48.9,59.1,69.2,0.17,8.72
2020-05-27,49.0,61.3,73.6,0.13,11.73
2020-05-28,48.3,64.7,81.2,0.44,24.36
2020-05-29,51.0,69.1,87.2,0.75,30.37
2020-05-30,50.6,65.5,80.5,0.44,20.21
2020-05-31,49.2,53.4,57.6,0.10,3.47
2020-06-01,43.1,53.7,64.3,0.30,10.35
2020-06-02,41.9,56.3,70.7,0.28,14.86
2020-06-03,43.7,60.4,77.0,0.43,21.99
2020-06-04,45.2,59.8,74.4,0.54,16.63
2020-06-05,47.7,60.0,72.4,0.71,15.71
2020-06-06,49.1,58.8,68.4,1.15,11.91
2020-06-07,44.4,52.5,60.6,0.22,7.39
2020-06-08,45.0,53.3,61.6,0.43,7.80
2020-06-09,47.3,55.4,63.5,0.22,9.59
2020-06-10,51.7,58.2,64.6,0.28,5.21
2020-06-11,54.9,65.6,76.3,0.10,15.68
2020-06-12,53.9,63.7,73.6,0.54,14.17
2020-06-13,48.3,53.9,59.4,0.26,4.38
2020-06-14,48.3,54.3,60.2,0.21,4.66
2020-06-15,48.7,58.2,67.8,0.16,11.62
2020-06-16,50.5,56.3,62.0,0.40,6.67
2020-06-17,45.4,54.3,63.1,0.06,6.64
2020-06-18,45.4,58.3,71.1,0.08,13.00
2020-06-19,49.0,64.3,79.5,0.22,19.18
2020-06-20,51.0,67.3,83.7,0.37,24.95
2020-06-21,55.4,62.9,70.4,0.37,7.64
2020-06-22,51.3,62.8,74.3,0.38,14.02
2020-06-23,51.7,68.2,84.8,0.44,25.71
2020-06-24,56.1,73.3,90.6,0.70,30.88
2020-06-25,53.4,65.5,77.7,0.44,13.74
2020-06-26,53.1,67.7,82.3,0.22,19.77
2020-06-27,54.9,71.3,87.7,0.47,31.93
2020-06-28,53.8,63.6,73.4,1.42,14.17
2020-06-29,49.4,59.0,68.7,0.69,11.81
2020-06-30,50.4,62.2,73.9,0.79,13.75
2020-07-01,53.5,61.2,68.9,1.21,11.44
2020-07-02,48.9,58.1,67.3,0.42,9.84
2020-07-03,47.2,60.1,72.9,0.22,14.77
2020-07-04,49.5,61.7,73.9,0.28,15.73
2020-07-05,51.1,62.1,73.1,1.08,15.19
2020-07-06,50.4,62.4,74.4,0.69,15.43
2020-07-07,52.5,59.8,67.0,1.12,9.59
2020-07-08,53.3,61.8,70.2,0.76,10.33
2020-07-09,50.3,63.2,76.1,0.30,17.82
2020-07-10,50.6,63.7,76.8,0.39,16.71
2020-07-11,50.3,65.3,80.4,0.45,20.54
2020-07-12,49.4,62.9,76.4,0.37,15.97
2020-07-13,50.0,64.0,78.1,0.69,17.41
2020-07-14,48.8,64.8,80.7,0.66,25.63
2020-07-15,49.9,67.6,85.2,0.65,31.81
2020-07-16,53.9,71.6,89.2,1.22,31.78
2020-07-17,55.0,71.1,87.2,0.56,26.77
2020-07-18,50.3,64.0,77.7,0.62,17.18
2020-07-19,51.2,67.9,84.7,0.99,26.24
2020-07-20,54.6,72.6,90.6,0.67,32.67
2020-07-21,55.1,73.4,91.8,0.36,35.09
2020-07-22,55.3,72.3,89.3,0.34,30.56
2020-07-23,52.7,68.2,83.7,0.38,23.67
2020-07-24,49.9,64.2,78.5,0.40,19.19
2020-07-25,49.1,61.0,73.0,0.63,14.87
2020-07-26,49.8,65.2,80.5,1.21,22.72
2020-07-27,54.6,75.8,96.9,1.89,47.17
2020-07-28,56.8,75.6,94.3,1.30,37.15
2020-07-29,55.2,72.8,90.4,0.67,34.24
2020-07-30,55.3,74.3,93.3,1.41,39.82
2020-07-31,54.7,74.5,94.2,1.10,38.75
2020-08-01,54.4,69.5,84.7,0.86,26.13
2020-08-02,53.8,68.6,83.4,0.65,24.37
2020-08-03,52.8,69.1,85.3,0.33,26.76
2020-08-04,53.7,68.3,83.0,0.44,21.92
2020-08-05,54.2,70.6,86.9,0.35,29.09
2020-08-06,53.3,68.0,82.6,0.37,21.20
2020-08-07,46.9,59.8,72.6,0.34,14.48
2020-08-08,46.6,62.5,78.4,0.32,21.13
2020-08-09,49.6,64.1,78.6,0.47,19.73
2020-08-10,48.4,66.1,83.8,0.98,28.47
2020-08-11,49.5,70.9,92.4,1.18,36.59
2020-08-12,46.2,64.8,83.4,0.68,29.71
2020-08-13,48.2,61.9,75.6,1.00,19.19
2020-08-14,47.3,63.3,79.2,1.22,26.70
2020-08-15,52.1,70.1,88.1,3.11,33.66
2020-08-16,56.1,77.1,98.1,3.15,48.08
2020-08-17,58.8,75.1,91.4,2.36,35.06
2020-08-18,57.1,74.6,92.0,1.40,33.59
2020-08-19,53.4,69.8,86.2,0.34,26.44
2020-08-20,52.1,69.4,86.8,0.18,27.98
2020-08-21,57.3,70.4,83.6,0.90,22.86
2020-08-22,55.9,66.6,77.2,0.69,14.60
2020-08-23,51.6,65.4,79.3,0.38,20.73
2020-08-24,49.9,67.0,84.0,0.44,27.02
2020-08-25,50.1,66.1,82.1,0.67,28.16
2020-08-26,51.6,66.9,82.1,0.89,26.11
2020-08-27,49.9,66.8,83.7,0.83,28.08
2020-08-28,47.1,65.4,83.7,0.53,27.48
2020-08-29,49.9,67.6,85.2,0.54,27.58
2020-08-30,44.8,62.1,79.5,0.40,24.57
2020-08-31,45.5,61.4,77.3,1.02,22.69
2020-09-01,53.6,66.0,78.4,1.80,19.59
2020-09-02,55.9,72.6,89.4,2.00,30.60
2020-09-03,58.0,75.7,93.3,1.78,40.41
2020-09-04,54.3,74.7,95.2,1.60,41.37
2020-09-05,50.0,65.1,80.3,0.73,16.68
2020-09-06,50.0,63.8,77.6,0.87,19.10
2020-09-07,50.7,70.3,89.9,0.65,33.92
2020-09-08,54.1,71.4,88.7,1.18,32.75
2020-09-09,61.9,69.2,76.5,13.77,26.42
2020-09-10,51.0,65.4,79.9,3.96,28.47
2020-09-11,45.8,57.6,69.4,0.57,13.75
2020-09-12,44.6,56.8,69.0,0.29,12.11
2020-09-13,45.0,54.5,64.1,0.18,6.67
2020-09-14,46.6,56.3,66.0,0.17,7.00
2020-09-15,48.9,62.5,76.0,0.27,15.66
2020-09-16,50.7,63.9,77.1,0.23,16.20
2020-09-17,50.0,63.0,75.9,0.14,13.67
2020-09-18,54.0,64.5,74.9,0.28,11.31
2020-09-19,55.8,61.0,66.2,0.37,3.39
2020-09-20,49.4,60.1,70.7,0.14,9.61
2020-09-21,49.2,61.9,74.5,0.20,14.49
2020-09-22,49.3,61.5,73.7,0.25,12.89
2020-09-23,55.3,63.5,71.7,0.59,11.45
2020-09-24,54.9,64.3,73.6,0.37,13.57
2020-09-25,53.5,61.1,68.8,0.22,8.79
2020-09-26,53.5,57.6,61.7,0.23,3.30
2020-09-27,47.2,58.0,68.8,0.07,9.24
2020-09-28,46.5,59.7,73.0,0.22,15.86
2020-09-29,49.5,66.4,83.3,1.59,26.22
2020-09-30,48.0,65.9,83.9,0.39,25.87
2020-10-01,48.6,63.1,77.5,0.14,15.41
2020-10-02,50.0,63.0,76.0,0.07,11.84
2020-10-03,48.5,63.8,79.0,0.12,16.12
2020-10-04,48.5,62.6,76.7,0.13,13.89
2020-10-05,49.2,58.0,66.9,0.12,5.81
2020-10-06,48.8,60.4,72.0,0.23,11.72
2020-10-07,46.5,62.0,77.5,0.11,16.37
2020-10-08,48.2,60.6,73.1,0.19,11.07
2020-10-09,49.1,59.1,69.2,0.23,8.36
2020-10-10,52.1,61.4,70.6,0.26,9.64
2020-10-11,50.2,56.0,61.7,0.31,6.60
2020-10-12,52.0,55.9,59.9,0.30,2.69
2020-10-13,53.1,58.8,64.6,0.34,7.65
2020-10-14,45.6,54.7,63.8,0.00,5.47
2020-10-15,42.6,52.4,62.2,0.21,6.15
2020-10-16,40.7,51.9,63.1,0.29,9.18
2020-10-17,40.3,55.4,70.5,0.17,12.46
2020-10-18,49.7,58.9,68.1,0.15,9.30
2020-10-19,49.9,58.4,67.0,0.36,6.71
2020-10-20,45.2,54.9,64.7,0.22,7.56
2020-10-21,43.4,53.8,64.3,0.01,8.80
2020-10-22,32.2,45.9,59.6,0.13,8.85
2020-10-23,31.8,44.2,56.6,0.17,7.99
2020-10-24,32.6,45.2,57.7,0.16,6.68
2020-10-25,35.4,47.1,58.8,0.81,7.43
2020-10-26,27.4,38.6,49.8,1.26,8.97
2020-10-27,26.1,40.4,54.7,0.46,10.39
2020-10-28,27.4,43.4,59.3,0.05,7.43
2020-10-29,33.5,49.3,65.2,0.05,9.27
2020-10-30,38.8,46.2,53.7,0.04,1.40
2020-10-31,37.4,48.2,58.9,0.12,3.91
2020-11-01,33.2,45.5,57.8,0.12,7.38
2020-11-02,33.1,47.7,62.2,0.16,9.03
2020-11-03,34.4,49.1,63.8,0.11,8.36
2020-11-04,37.5,50.8,64.1,0.12,5.44
2020-11-05,56.1,61.6,67.1,0.67,5.89
2020-11-06,45.3,52.3,59.4,0.13,1.87
2020-11-07,33.4,43.5,53.7,0.12,4.17
2020-11-08,32.6,41.5,50.5,0.11,3.71
2020-11-09,26.2,37.1,48.0,0.20,6.22
2020-11-10,25.8,35.2,44.6,0.09,3.31
2020-11-11,34.0,41.9,49.9,0.04,2.30
2020-11-12,29.7,41.3,53.0,0.10,5.63
2020-11-13,31.0,39.8,48.6,0.08,3.40
2020-11-14,38.6,46.2,53.7,0.08,3.29
2020-11-15,39.9,45.1,50.3,0.08,1.34
2020-11-16,44.8,49.8,54.8,0.05,2.61
2020-11-17,44.5,51.6,58.6,0.21,2.60
2020-11-18,43.6,50.0,56.4,0.12,2.87
2020-11-19,41.4,46.1,50.8,0.10,2.52
2020-11-20,32.0,41.8,51.6,0.06,3.31
2020-11-21,31.1,37.0,43.0,0.15,0.93
2020-11-22,33.5,36.4,39.3,0.01,0.39
2020-11-23,33.5,38.6,43.7,0.13,1.27
2020-11-24,35.3,42.9,50.6,0.08,2.99
2020-11-25,36.9,43.9,50.9,0.14,2.69
2020-11-26,38.9,44.0,49.2,0.06,2.20
2020-11-27,32.9,41.7,50.6,0.12,2.82
2020-11-28,33.6,36.4,39.1,0.01,0.25
2020-11-29,34.1,39.5,45.0,0.16,1.09
2020-11-30,35.3,39.7,44.1,0.12,1.01
2020-12-01,32.0,42.0,52.0,0.11,3.52
2020-12-02,29.0,37.0,44.9,0.08,2.58
2020-12-03,30.2,39.6,49.0,0.38,3.98
2020-12-04,30.0,39.1,48.1,0.14,4.16
2020-12-05,28.4,38.6,48.7,0.08,3.87
2020-12-06,28.2,36.8,45.3,0.16,2.20
2020-12-07,38.4,46.3,54.2,0.21,3.61
2020-12-08,35.7,41.7,47.6,0.17,1.45
2020-12-09,35.2,44.3,53.4,0.14,3.04
2020-12-10,34.6,44.2,53.7,0.15,4.39
2020-12-11,36.3,40.1,43.9,0.32,1.18
2020-12-12,36.7,40.3,44.0,0.29,0.90
2020-12-13,36.0,39.3,42.5,0.23,1.30
2020-12-14,37.8,44.3,50.8,0.32,1.43
2020-12-15,37.7,43.3,48.9,0.19,2.04
2020-12-16,41.8,45.6,49.3,0.12,1.50
2020-12-17,40.5,45.2,49.8,0.20,0.89
2020-12-18,37.0,43.3,49.6,0.14,2.01
2020-12-19,38.2,44.1,50.0,0.16,2.90
2020-12-20,47.5,50.6,53.7,0.39,1.94
2020-12-21,46.9,50.7,54.6,0.06,0.80
2020-12-22,38.1,48.1,58.0,0.26,2.64
2020-12-23,31.8,40.2,48.5,0.11,3.80
2020-12-24,29.8,35.9,42.1,0.12,1.74
2020-12-25,29.6,32.0,34.4,0.01,0.24
2020-12-26,31.7,39.8,47.9,0.17,1.12
2020-12-27,38.4,43.7,49.0,0.09,1.63
2020-12-28,31.5,40.4,49.3,0.15,3.06
2020-12-29,26.6,36.1,45.7,0.11,3.55
2020-12-30,26.4,33.4,40.4,0.16,1.33
2020-12-31,38.8,43.0,47.2,0.27,2.90
2021-01-01,43.9,47.4,51.0,0.26,2.16
2021-01-02,45.1,48.9,52.4,0.42,3.28
2021-01-03,45.2,47.7,50.1,0.45,1.34
2021-01-04,41.4,46.5,51.6,0.18,2.63
2021-01-05,40.2,45.7,51.4,0.22,2.74
2021-01-06,39.0,45.6,52.0,0.49,6.40
2021-01-07,42.5,45.2,47.9,0.29,1.15
2021-01-08,38.6,44.7,50.6,0.07,2.37
2021-01-09,33.4,42.6,51.7,0.14,3.93
2021-01-10,34.8,38.0,41.1,0.07,0.47
2021-01-11,38.7,44.6,50.3,0.40,1.39
2021-01-12,40.6,46.6,52.5,0.20,2.60
2021-01-13,46.0,52.7,59.2,0.36,2.22
2021-01-14,38.4,46.2,53.8,0.25,5.54
2021-01-15,36.3,44.5,52.6,0.14,4.02
2021-01-16,43.7,48.1,52.6,0.15,1.22
2021-01-17,43.1,45.2,47.1,0.35,1.22
2021-01-18,35.7,44.2,52.6,0.14,2.68
2021-01-19,32.6,40.2,47.7,0.11,2.67
2021-01-20,29.3,40.2,51.1,0.13,5.50
2021-01-21,28.5,36.7,44.7,0.12,2.45
2021-01-22,37.6,41.8,46.0,0.24,1.77
2021-01-23,29.5,38.6,47.4,0.35,4.13
2021-01-24,27.7,37.0,46.2,0.18,3.70
2021-01-25,31.9,36.0,40.2,0.14,1.11
2021-01-26,30.5,36.7,42.9,0.10,2.06
2021-01-27,31.2,34.5,37.7,0.16,1.46
2021-01-28,31.6,36.9,42.1,0.15,0.82
2021-01-29,37.1,41.9,46.5,0.14,2.15
2021-01-30,37.8,42.0,46.1,0.21,2.67
2021-01-31,40.7,45.2,49.5,0.21,2.28
2021-02-01,45.0,48.3,51.6,0.11,1.88
2021-02-02,43.2,45.9,48.6,0.22,1.34
2021-02-03,35.4,42.5,49.3,0.25,4.39
2021-02-04,32.8,40.7,48.7,0.12,3.90
2021-02-05,33.6,40.6,47.6,0.13,3.29
2021-02-06,34.8,43.2,51.8,0.12,2.61
2021-02-07,34.0,41.5,49.1,0.17,3.07
2021-02-08,33.6,41.2,48.8,0.15,4.42
2021-02-09,32.0,38.8,45.9,0.22,4.13
2021-02-10,28.3,37.5,46.8,0.18,4.87
2021-02-11,28.8,37.3,45.9,0.17,4.03
2021-02-12,29.9,34.7,39.6,0.17,0.99
2021-02-13,29.7,32.5,35.1,0.17,0.57
2021-02-14,33.7,40.4,48.1,0.13,2.49
2021-02-15,38.2,42.8,47.1,0.24,1.58
2021-02-16,39.7,45.5,51.3,0.44,2.92
2021-02-17,34.9,42.6,50.2,0.27,4.23
2021-02-18,33.1,41.2,49.2,0.16,5.30
2021-02-19,37.8,42.8,47.6,0.30,1.81
2021-02-20,39.0,44.2,49.5,0.17,2.90
2021-02-21,37.7,44.3,50.9,0.18,5.31
2021-02-22,42.8,46.9,51.2,0.84,2.78
2021-02-23,36.6,44.8,53.6,0.33,3.35
2021-02-24,32.4,41.3,50.2,0.14,4.73
2021-02-25,31.9,40.5,49.0,0.21,5.57
2021-02-26,36.5,43.3,50.1,0.24,4.07
